date_scraped,url,lat,lon,address,city,state,zip,price,beds,baths,half_baths,sq_ft,sqft_lot,acres_lot,status,price_sq_ft,on_realtor,type,built,style,description
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1815-Kingsley-Dr_Dallas_TX_75216_M81816-24720,32.688026,-96.795256,1815 Kingsley Dr Lot 5,Dallas,TX,75216.0,46500.0,,,,,,0.62,Active,,4 days,Land,,,Vacant residential lot .622 acre. One of the biggest lots in the neighborhood.Seller will consider all offers.
03/31/2019,https://www.realtor.com/realestateandhomes-detail/3829-Vandervort-Dr_Dallas_TX_75216_M76813-43015,32.717144,-96.766071,3829 Vandervort Dr Lot 30,Dallas,TX,75216.0,43000.0,,,,,,0.35,Active,,164 days,Land,,,Looking for a great lot to build your new home on? The logistics corridor is on fire! Come buy this great lot and take advantage of the future!
03/31/2019,https://www.realtor.com/realestateandhomes-detail/8311-W-Camp-Wisdom-Rd_Dallas_TX_75249_M73351-24217,32.65878,-96.974991,8311 W Camp Wisdom Rd,Dallas,TX,75249.0,995000.0,,,,,,15.0,Active,,496 days,Land,,,"40 lots approximately 15 acres fronting W Camp Wisdom Rd. Broad use zoned PD-101, ready to buy and build. This would be ideal for residential or local retail. Possible uses per PD-101 are grocery story, gas station and convenience store, residential development, day care center, medical center, church or other religious use, entertainment or amusement, theater, car wash, office park, home improvement store and many other uses.Buyer to verify all information contain herein."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/5417-Bluebird-Ave_Dallas_TX_75237_M70607-73388,32.679971,-96.887647,5417 Blue Bird Ave Lot 9,Dallas,TX,75237.0,215000.0,,,,,,1.97,Active,,496 days,Land,,,This sale is for a total of 2 lots 5417 Bluebird Ave 5431 Bluebird Ave (There is a K-Rail in the middle of Lovebird that marks the east boundary of the lot.)
03/31/2019,https://www.realtor.com/realestateandhomes-detail/842-E-Jefferson-Blvd_Dallas_TX_75203_M83235-29729,32.750978,-96.811413,842 E Jefferson Blvd Lot 1,Dallas,TX,75203.0,500000.0,,,,,,0.31,Active,,384 days,Land,,,Great commercial property opportunity right of a busy street. This lot is awaiting for your business idea.
03/31/2019,https://www.realtor.com/realestateandhomes-detail/819-Ann-Ave_Dallas_TX_75223_M88926-15398,32.786114000000005,-96.763136,819 Ann Ave Lot 6,Dallas,TX,75223.0,450000.0,,,,,6708.0,,Active,,331 days,Land,,,"Investors and Developers, Three lots sold in a bundle totaling 0.4509 Lot Acre. Offer includes MLS 13833564 815 Ann Ave, MLS 13833559 819 Ann Ave and MLS 13833544 4323 Parry Ave. Great location for your commercial business. They are zoned Commercial service district. These lots are near Fair Park in walking distance, corner lot on Parry and Ann with alley access. Buyers bring your best offer, my seller is motivated."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/7344-Edgerton-Dr_Dallas_TX_75231_M88101-00838,32.857531,-96.734318,7344 Edgerton Dr,Dallas,TX,75231.0,290000.0,4.0,3.0,,2358.0,,0.24,Pending,123,106 days,Single Family Home,1956.0,,Opportunity to bring life to a mid century Modern on a large corner lot with pool. Garage was concerted to living area with attached bath and bedroom. Property is offered in AS IS condition and needs roof and foundation work. Buyer to verify all listing information including schools.
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2723-Cedardale-Rd_Dallas_TX_75241_M83128-48070,32.641584,-96.777974,2723 Cedardale Rd Lot 7,Dallas,TX,75241.0,377000.0,,,,,,0.62,Active,,372 days,Land,1940.0,,
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2706-Kimsey-Dr_Dallas_TX_75235_M84874-46713,32.824701,-96.836725,2706 Kimsey Dr,Dallas,TX,75235.0,350000.0,2.0,,,648.0,7492.0,,Active,540,330 days,Single Family Home,1936.0,,"GREAT LOCATION NEAR DOWN TOWN DALLAS, EASY ACCESS TO HWY 35 HOUSE NEED REPAIRS CASH ONLY"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4339-Metropolitan-Ave_Dallas_TX_75210_M86596-57708,32.776981,-96.74790300000001,4339 Metropolitan Ave,Dallas,TX,75210.0,150000.0,3.0,2.0,1.0,1420.0,6447.0,,Active,106,332 days,Single Family Home,2018.0,Traditional,"Hurry and reserve this lot for a beautiful new home. This home is one of several new homes being built in that area and has easy access to the DART bus and light rail. The proposed property is a two story home and has 3 bedrooms, 2.5 baths, 1 car garage, walk-in closets, open living and kitchen area, appliance package, and is energy efficient. Owner-occupant buyers may qualify for down payment assistance through the City of Dallas DHAP program."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/17348-Stedman-Dr_Dallas_TX_75252_M84858-37428,32.989355,-96.794758,17348 Stedman Dr,Dallas,TX,75252.0,873900.0,5.0,3.0,1.0,4286.0,,0.39,Active,204,496 days,Single Family Home,2015.0,Mediterranean,"Gorgeous house in Northwest Dallas, Plano ISD. Location, Location, Location! 5 Bedrooms 3.5 Baths, Master and guest down. Proposed New Construction. Beautiful Kitchen with Granite Counter tops and Custom Cabinets opens to Family Room. Study with Built-in Cabinets , wood floor. High Ceilings. Tile in all wet areas. Close to grocery stores, Malls and i-635, North Toll Rd & Hwy 190. Call Builder for more Detail."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/3709-Carl-St_Dallas_TX_75210_M70908-30283,32.772871,-96.755053,3709 Carl St,Dallas,TX,75210.0,140000.0,3.0,2.0,,1420.0,6621.0,,Pending,99,332 days,Single Family Home,2018.0,Traditional,"Hurry and reserve this lot for a beautiful new home. This home is one of several new homes being built in that area and has easy access to the DART bus and light rail. The proposed property is a one story home and has 3 bedrooms, 2 baths, 1 car garage, walk-in closets, open living and kitchen area, appliance package, and is energy efficient. Owner-occupant buyers may qualify for down payment assistance through the City of Dallas DHAP program."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/Chico_TX_76234_M78207-65237,,,Decatur,TX 75234,,,250000.0,,,,,,24.27,Active Contingent,,496 days,Land,,,"Be where the growth is...Decatur is looking at 85 percent growth in the next 15 years! Property is outside city limits and not zoned. Beautiful land with a build-able site, with mature trees, and rolling pastures towards the back. Would be an excellent home site or commercial site located on Highway 380 in between Denton and Decatur."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1027-Church-St_Dallas_TX_75203_M87362-60559,32.750636,-96.808615,1027 Church St Lot 13,Dallas,TX,75203.0,68000.0,,,,,3485.0,,Active,,496 days,Land,,,"1027 Church St. is a vacant lot located in the Oak Cliff Original Subdivision. This lot is less than one half acre, located close to Dallas Zoo, and the proposed Southern Gateway project and Deck Park. Located in the heart of Dallas, it is minutes from Downtown. Great opportunity! Nice open land, unique North Oak Cliff location. Located in 75203 with near 75204 and 75219, neighboring DeSoto, Lancaster, Cedar Hill, and Mequite."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4000-Mark-Trail-Way_Dallas_TX_75232_M73800-82504,,,4000 Mark Trail Way,Dallas,TX,75232.0,175000.0,,,,,,1.34,Active,,489 days,Land,,,"Zoned Commercial with Approximately 170' Frontage on Mark Trail WayIdeal location for Office, Church, or Retail0.3 miles from HWY 67 and Loop 12Near Dallas Executive Airport"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/3138-Pastor-St_Dallas_TX_75212_M86917-70801,32.781402,-96.828249,3138 Pastor St Lot 4,Dallas,TX,75212.0,60000.0,,,,,3920.0,,Pending,,465 days,Land,,,
03/31/2019,https://www.realtor.com/realestateandhomes-detail/9999-Ferguson-Rd_Dallas_TX_75228_M80480-37809,32.8272,-96.677733,9999 Ferguson Rd Lot 1-2,Dallas,TX,75228.0,301900.0,,,,,,2.15,Pending,,496 days,Land,,,"One of the largest undeveloped lots in East Dallas. Bring your builders. 93,618 square foot tract to be platted out of larger 5.6589 acre tract owned by church."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/6621-Walnut-Hill-Ln_Dallas_TX_75230_M87105-76101,32.880227000000005,-96.79113199999999,6621 Walnut Hill Ln Lot 17,Dallas,TX,75230.0,399000.0,,,,,,0.28,Active,,363 days,Land,1954.0,,Currently leased through May 2019. Interior lot. Front shade tree. One and one half block from Hillcrest. Might consider seller financing with large percentage down. Owner is an agent.
03/31/2019,https://www.realtor.com/realestateandhomes-detail/419-N-Marsalis-Ave_Dallas_TX_75203_M76945-09081,32.753491,-96.815954,419 N Marsalis Ave Lot 5,Dallas,TX,75203.0,69000.0,,,,,5663.0,,Pending,,496 days,Land,,,"This is a vacant lot, zoned for commercial - check with the City of Dallas for the zoning specifications."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2724-Kimsey-Dr_Dallas_TX_75235_M74060-55645,32.825203,-96.836128,2724 Kimsey Dr Lot 21,Dallas,TX,75235.0,350000.0,,,,,8276.0,,Active Option Contract,,328 days,Land,,,See survey in media. Developers are building condos on this street. Next door 2722 Kimsey is for sale too.
03/31/2019,https://www.realtor.com/realestateandhomes-detail/3606-Spring-Ave_Dallas_TX_75210_M71384-20115?ex=TX639650215,32.767641,-96.749866,3606 Spring Ave Lot 8,Dallas,TX,75210.0,16900.0,,,,,4748.0,,Active,,131 days,Land,1925.0,,This lot would make a great home site! This lot has nice shade trees and is located between 2 streets (Spring Ave and Pine Spring Connection).
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1511-Kingsley-Dr_Dallas_TX_75216_M74453-76015,32.686231,-96.799512,1511 Kingsley Dr,Dallas,TX,75216.0,175900.0,4.0,2.0,,1677.0,7797.0,,Pending,105,389 days,Single Family Home,2018.0,,"Lovely Brick House with Stone Accents. Home includes high ceilings, arched doorways, and rounded corners. Upgraded master bath with spacious closets. Granite kitchen countertops with built-in Stove, Dishwasher, and Microwave. If purchased early enough the Buyer can pick Tile in Wet Areas AND carpet elsewhere or the can choose Vinyl Wood Plank throughout the house. Visit the Model Home for more info."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/5807-Royal-Ln_Dallas_TX_75230_M89589-53608,32.89515,-96.808893,5807 Royal Ln Lot 10,Dallas,TX,75230.0,650000.0,,,,,,0.39,Active,,496 days,Land,1958.0,,"Bring your architect, your builder, and or your most creative client! This lot backs to Tollway, as well as other homes. Check out upscale Russwood Acres! Noise abatement technology has come a LONG way! Prime location, close to upscale retail amenities. Lot is lowest priced piece of dirt in Preston Hollow. (100 X 147). Survey and Deed restrictions online."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/14-Isom-Ln_Dallas_TX_75249_M77818-16763,32.646759,-96.956765,14 Isom Ln,Dallas,TX,75249.0,24900.0,,,,,9801.0,,Pending,,496 days,Land,,,"Vacant lot ready for development. Variety of uses available from multi family, residential. Situated in neighborhood 3 lots away from Big Cedar Wilderness Trails."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/8511-Inwood-Rd_Dallas_TX_75209_M82293-80062,32.857598,-96.822026,8511 Inwood Rd,Dallas,TX,75209.0,1995000.0,,,,,,1.81,Active,,369 days,Land,1940.0,,"Expansive 1.81-acre lot cleared for new construction of buyer's choice. Incredible location on the cusp of Devonshire, Park Cities and Preston Hollow and in the vicinity of the best of shopping, dining and private schools. Mature Oak, Maple and Crepe Myrtle trees are positioned nicely on a flat and rectangular 170 ft x 462 ft lot with favorable setbacks and no alley, providing for the perfect setting to create a magnificent gated estate on one of Dallas' most iconic streets."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2439-Hooper-St_Dallas_TX_75215_M73003-91199,32.748519,-96.753865,2439 Hooper St,Dallas,TX,75215.0,140000.0,3.0,2.0,1.0,1595.0,,,Pending,88,388 days,Condo/Townhome/Row Home/Co-Op,2018.0,Traditional,"CONSTRUCTION BEGINS IN MAY 2018. Change has come to the Bexar Street Corridor- 8 Townhomes are going to be built in the area. Be a part of this exciting new experience. The Townhomes at Hooper Street - where comfort and convenience meet affordability. Our homes have been designed with some really nice touches, including hardwood floors, vaulted ceilings, and private fenced yards. Some features may be different and can be modified without notice. The community is located just minutes from downtown Dallas and convenient to schools and new retail development. Area attractions just minutes away include Fair Park, South Dallas Cultural Center, Museum of Nature & Science, and the Cotton Bowl."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/6031-Richmond-Ave_Dallas_TX_75206_M85317-23728,32.816367,-96.762417,6031 Richmond Ave Lot 17,Dallas,TX,75206.0,385000.0,,,,,8640.0,,Active,,365 days,Land,1926.0,,MOTIVATED SELLER - ATTENTION BUILDERS - Fantastic deep lot to build on! Walking distance to restaurants and shopping.
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4606-Lafayette-St_Dallas_TX_75204_M73309-26008?ex=TX626970875,32.806756,-96.781963,4606 Lafayette St Lot 3,Dallas,TX,75204.0,1000000.0,,,,,,0.35,Active,,496 days,Land,1928.0,,"GREAT OPPORTUNITY! Value in land only! Tear down and build in this up and coming area. Close to local restaurants, hwy 75, lower greenville and major retail. Home is not able to view, again the value is in the land not the home. Current projects being completed on this street and others."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/3134-Pastor-St_Dallas_TX_75212_M89747-16582,32.781292,-96.828244,3134 Pastor St,Dallas,TX,75212.0,160000.0,2.0,,,720.0,4008.0,,Pending,222,465 days,Single Family Home,1994.0,,"This property is located in the heart of Trinity Groves which is an upscale urban community. This home can be torn down and rebuilt to suit or it can be rehabbed. Near shopping, restaurants and major highways Come with your imagination!! Home is sold As-IS. All dimensions are approximate. Buyer or Buyer's agent to verify all information in listing prior to Purchase."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1717-Arts-Plz-Apt-1905_Dallas_TX_75201_M72351-42323,32.789478,-96.800888,1717 Arts Plz Apt 1905,Dallas,TX,75201.0,595900.0,,2.0,1.0,1264.0,,4.03,Off Market,471,,Condo/Townhome/Row Home/Co-Op,2005.0,,", -
                      Residence 1905 is a 1-bedroom, 2-bath home plus a study that captures the essence of all that is happening in the burgeoning Arts District. Unobstructed western views of the Arts District are framed by 10-foot window walls that overlook an expansive terrace. Appealing hallmarks of the home include 11-foot ceilings; museum finished walls and marble flooring, each lending itself to a dramatic gallery-like feel. An extensive use of lighting and clearstory windows create an optimal atmosphere of space and brightness regardless of the time of day."
